name	***	mention	text	class
HOME LIFE OF GREAT AUTHORS ***	Jane Eyre	This does not sound much like the woman who could write of Jane Eyre and Rochester; but there were depths of passion in the little woman, probably unsuspected by herself.	True
GRAHAM'S MAGAZINE, MAY 1848 ***	Jane Eyre	Now the authoress of Jane Eyre has drawn in Rochester an unnatural character, and she has done it from an ignorance of the inward condition of mind which immorality such as his either springs from or produces.	True
THOMAS ANDREWS ***	Jane Eyre	With Jane Eyre she could say, "I am my husband's life as fully as he is mine."	True
A BOOK ABOUT THE THEATER ***	Jane Eyre	Charlotte Brontë knew Jane Eyre inside and out; but she did not know even the outside of Rochester.	True
THE KEY TO THE BRONTË WORKS ***	Jane Eyre	Mr. Rochester and Jane Eyre were of course M. Héger and Miss Brontë.	True
FAMOUS REVIEWS ***	Jane Eyre	Both the ladies are governesses, and both make the same move in society; the one, in Jane Eyre phraseology, marrying her "master," and the other her master's son.	True
SET IN SILVER***	Jane Eyre	I could have sobbed on a pink print frock with a cape, such as Jane Eyre might have worn at Thornfield, and on bits of unfinished needlework, simple lace collars, and water-colour sketches with which Charlotte tried to brighten the walls of her austere home.	True
MATERIALS AND METHODS OF FICTION ***	Jane Eyre	And how is it conceivable that Jane Eyre should tell to any one, and least of all to the general public, the profound privacies of emotion evoked by her relation with Mr. Rochester?	True
BRIEF HANDBOOK OF ENGLISH AUTHORS ***	Jane Eyre	A writer of great power and originality, whose Jane Eyre marks an era in the history of fiction.	True
ENGLISH BOOK-ILLUSTRATION ***	Jane Eyre	Mr. Townsend has humour, and he is in sympathy with the vigorous spirit in life; whether the vigour is intellectual as in Jane Eyre and in Shirley Keeldar, or muscular as in 'Rob Roy,' in drawings to a manual of fencing, and in Marryat's 'The King's Own,' or eccentric as in the fantasies of Peacock.	True
SEA AND SHORE ***	Jane Eyre	Here, let me read you this, it is fine--it is where Jane Eyre feels herself deserted, and this comparison about 'the dried-up channel of a river' thrills one.	True
WORLD'S BEST LITERATURE ***	Jane Eyre	The character of Jane Eyre, too, while reflecting something of the author's nature, was distinctly individual; and it is interesting to note here that with Jane Eyre came a new heroine into fiction, a woman of calm, clear reason, of firm positive character, and what was most novel, a plain woman, a homely heroine.	True
THEODORE WATTS-DUNTON***	Jane Eyre	 The dramatic scenes between Jane Eyre and Rochester would miss half their effect were it not for the picture of Jane as a child.	True
SEA AND SARDINIA ***	Jane Eyre	The mate was the alert and wide-eyed Jane Eyre whom the ginger Mr. Rochester was not going to spoil in a hurry.	True
WOMAN'S WORK IN ENGLISH FICTION ***	Jane Eyre	Even in the wildest moments of Jane Eyre her passion is rather like the river Wharf when it has overflowed its banks; while theirs is like the mountain torrent that bears all down before it.	True
LIPPINCOTT'S MAGAZINE, SEPT 1877 ***	Jane Eyre	Mrs. Gaskell rather deepened the gloom of Jane Eyre and Villette, and left us small hope of a glance at the bright side of the characters and the daily life of the three weird sisters, their brother Patrick and their father, Patrick senior.	True
HISTORY OF WOMAN SUFFRAGE, VOLUME I***	Jane Eyre	Contrast Jane Eyre with any of Bulwer's, Scott's, or Shakespeare's heroines, and how they all sink into the shade compared with that noble creation of a woman's genius!	True
CHARLOTTE BRONTË ***	Jane Eyre	The favourite theory of the day--a theory duly elaborated and discussed in the most orthodox and respectable of the reviews--was that Jane Eyre and Becky Sharp were merely different portraits of the same character; and that their original was to be found in the person of a discarded mistress of Mr. Thackeray, who had furnished the great author with a model for the heroine of "Vanity Fair," and had revenged herself upon him by painting him as the Rochester of "Jane Eyre!"	True
A FANTASY OF FAR JAPAN ***	Jane Eyre	You know Jane Eyre was the orphan child of a sister of Mr. Reed.	False
LITTLE JOURNEYS ***	Jane Eyre	The opposites of things are alike, and that is why the world ties Jane Eyre and Jane Austen in one bundle.	True
THE WRITER, VOLUME VI, APRIL 1892. ***	Jane Eyre	Jane Eyre was _new_; here was a heroine with neither wealth nor beauty, and forthwith appeared a long train of ugly girls, and dark, middle-aged men promising henceforth "to forswear sack and live cleanly," yet in confidential moments giving glimpses of a past which caused all virtuous folks to shiver.	True
CUPOLOGY ***	Jane Eyre	Jane Eyre and Rose, in Robert Elsmere, are the only two we can think of at the moment.	True
MODERN WOMEN ***	Jane Eyre	Jane Eyre was perhaps the first triumphant success of this particular school of art.	True
MASTER OF THE VINEYARD ***	Jane Eyre	[Sidenote: Forbidden Reading] A week later, when she was locked in her room for the entire day, on account of some slight offence, she had wept so much over the sorrows of Jane Eyre that even Aunt Matilda was affected when she brought up the bread and milk for the captive's supper.	True
THE CHARM OF IRELAND***	Jane Eyre	At the bottom of the slab the fact is commemorated that "The sum of 300L was given by the Widow Jane Eyre to the Corporation of Galway for the yearly sum of 24L to be distributed in bread to 36 poor objects, on every Sunday forever."	False
100 NEW YORKERS OF THE 1970S***	Jane Eyre	"I do the entire Jane Eyre -- all the roles.	True
THOMAS CARLYLE ***	Jane Eyre	Both writers are essentially ascetic,--though the one swallows Mirabeau, and the other says that Jane Eyre should have accepted Eochester and "left the world in a minority."	True
RECORDS OF LATER LIFE ***	Jane Eyre	I mean, there is nothing in my mode of thinking and feeling that denies the possibility of such a circumstance as Jane Eyre hearing her distant lover call upon her name.	True
MODERN LEADERS ***	Jane Eyre	These are bad speakers as Jane Eyre or Consuelo may have been an unlovely woman; all the rules declare against them, all the intelligences and sympathies are in their favor.	True
DADDY-LONG-LEGS ***	Jane Eyre	For example: I never read Mother Goose or David Copperfield or Ivanhoe or Cinderella or Blue Beard or Robinson Crusoe or Jane Eyre or Alice in Wonderland or a word of Rudyard Kipling.	True
THE CRAFT OF FICTION***	Jane Eyre	It might have another force of its own; it might be a strife of characters and wills, in which the men and women would take the matter into their own hands and make all the interest by their action; it might be a drama, say, as Jane Eyre is a drama, where another obscure little woman has a part to play, but where the question is how she plays it, what she achieves or misses in particular.	True
CHARLOTTE BRONTE AND HER CIRCLE***	Jane Eyre	 I have lately met with a wonder, a man who thinks Jane Eyre would have done better to marry Mr. Rivers!	True
WHERE NO FEAR WAS ***	Jane Eyre	She had published Jane Eyre and Shirley, and on her visits to London, to her hospitable publisher, had found herself welcomed, honoured, feted.	True
ATLANTIC MONTHLY, MAY 1860 ***	Jane Eyre	For, in spite of the comforting novels of the Jane Eyre school, it is hardly possible to set an undue value upon beauty; it defies ennui.	True
STUDIES IN EARLY VICTORIAN LITERATURE***	Jane Eyre	 Charlotte Brontë is herself Jane Eyre and Lucy Snowe, and Emily Brontë is Shirley Keeldar.	True
THE ATLANTIC MONTHLY, VOLUME 2, NUMBER 9, JULY, 1858***	Jane Eyre	"Why,--I should think,--I do not quite know that the moral is stated, Josephine,--but I think thee will allow it was a great triumph of principle for Jane Eyre to leave Mr. Rochester when she discovered that he was married."	True
THE WORLD I LIVE IN***	Alice in Wonderland	I felt like Alice in Wonderland when she ran at full speed with the red queen and never passed anything or got anywhere.	True
THE GREAT AMULET***	Alice in Wonderland	 I'm as bad as Alice in Wonderland in the wood.	True
THE AMERICANIZATION OF EDWARD BOK ***	Alice in Wonderland	Unable to secure a new Alice in Wonderland for his child readers, he determined to give them Kate Greenaway.	True
AT BOARDING SCHOOL ***	Alice in Wonderland	"And I have been reading Alice in Wonderland ever since I was born," I ventured.	True
AMARILLY OF CLOTHES-LINE ALLEY ***	Alice in Wonderland	We began stumblingly with Alice in Wonderland and are now groping through mythology."	True
PATCHWORK ***	Alice in Wonderland	Well, since I'm here and wearing a sailor suit I feel like a masculine edition of Alice in Wonderland when she felt herself growing bigger and bigger and I wonder sometimes if I'll shrink back again and be just that little boy."	True
ETIQUETTE ***	Alice in Wonderland	Mental effort is one thing that the younger generation of the "smart world" seems to consider it unreasonable to ask--and just as it is the fashion to let their spines droop until they suggest nothing so much as Tenniel's drawing in Alice in Wonderland of the caterpillar sitting on the toad-stool--so do they let their mental faculties relax, slump and atrophy.	True
GERMANY AND THE GERMANS ***	Alice in Wonderland	That a political boss in this or in that district, should dictate who should and who should not, be employed in the street-cleaning department, even down to the meanest remover of dung with a dust-pan, as was done for years in New York and every other city in America, would be looked upon here as a farce of Topsy-Turvydom, with Alice in Wonderland in the title-rôle.	True
40 YEARS / 40 AÃOS / 40 ANS ***	Alice in Wonderland	We love it when we hear about kids or grandparents taking each other to an etext of Peter Pan when they come back from watching Hook at the movies, or when they read Alice in Wonderland after seeing it on TV.	True
GRACE HARLOWE'S RETURN ***	Alice in Wonderland	The carnival given by the Semper Fidelis Club in which the Alice in Wonderland Circus was enacted, the important part which Jean, the old hunter of Oakdale fame, played in one Overton girl's life, the message Emma Dean forgot to deliver, and countless other absorbing incidents served to fill their junior year with ceaseless interest.	False
THE WOULDBEGOODS ***	Alice in Wonderland	It looked like Alice in Wonderland nursing the baby that turned into a pig.	True
THE ORCHARD SECRET***	Alice in Wonderland	"You talk like Alice in Wonderland and you remind me of her, too," laughed Jim.	True
A COLLEGE GIRL ***	Alice in Wonderland	 Darsie Garnett made a fascinating Alice in Wonderland in her short blue frock, white pinny, and little ankle-strap slippers, her hair fastened back by an old-fashioned round comb, and eyebrows painted into an inquiring arch, but she received no attention in comparison with that lavished upon Hannah, when she dashed nimbly in at the door, and, kneeling down in a corner of the room, presented a really lifelike appearance of a pillar-box, a white label bearing the hours of "Chocolate deliveries" pasted conspicuously beneath the slit.	True
UNICORNS ***	Alice in Wonderland	The fairy-tales are graceful exercises by a versatile writer, with an excellent memory, but if I had children I'd give them the Alice in Wonderland books, through which sweeps a bracing air, and not the hothouse atmosphere of Wilde.	True
CAVALRY OF THE CLOUDS ***	Alice in Wonderland	During the weeks and months that followed the knee was painless, but it grew larger and larger for no noticeable reason, like Alice in Wonderland and the daily cost of the war.	True
WHEN WINTER COMES TO MAIN STREET***	Alice in Wonderland	In fact, they have carried my small group of children listeners and myself along as breathlessly as if they were Alice in Wonderland or Davy and the Goblin.	True
THE BUILDERS ***	Alice in Wonderland	She appeared to Caroline to have grown unnaturally tall and thin, like the picture of Alice in Wonderland they used to laugh over together.	True
THE LITTLE COLONEL: MAID OF HONOR ***	Alice in Wonderland	And the two little knights of Kentucky, and Miss Allison and the Waltons--they were all mythical people in one sense, like Alice in Wonderland and Bo-peep, yet in another they were as real as Holland or Hazel Lee, for they were household names, and she had heard so much about them that she felt a sort of kinship with each one.	True
THE WILL TO DOUBT ***	Alice in Wonderland	The very things opposed are themselves fluent and unstable, and that third something, the _tertium quid_, a picture of which the opposition tries to be or to which the things opposed necessarily point, belongs, as Alice in Wonderland seems to have discovered, to yesterday or to-morrow, never to to-day.	True
THE SPIRIT OF YOUTH AND THE ***	Alice in Wonderland	"Is this where the most beautiful princess in the world lives?" asks a little girl peering into the door of the Hull-House Theater, or "Does Alice in Wonderland always stay here?"	True
THE BEHAVIOR OF CROWDS ***	Alice in Wonderland	Society in the abstract, as a principle opposed to individual existence, has no more reality than that of the grin which Alice in Wonderland sees after the famous Cheshire cat has vanished.	True
JUDY OF YORK HILL***	Alice in Wonderland	"I felt like Alice in Wonderland growing taller and taller every moment--expected to be lost in the tree-tops.	True
THE SHIP DWELLERS***	Alice in Wonderland	Alice in Wonderland could hardly have had a more surprising adventure.	True
HOW WE THINK ***	Alice in Wonderland	There is no label on any given idea or principle which says automatically, "Use me in this situation"--as the magic cakes of Alice in Wonderland were inscribed "Eat me."	True
MY WAR EXPERIENCES IN TWO CONTINENTS***	Alice in Wonderland	I feel like Alice in Wonderland or some other upside-down world.	True
MISSING AT MARSHLANDS ***	Alice in Wonderland	They were wearing shorts with sneakers, and bright handkerchiefs knotted at their throats; no hats, but Sim had tied a ribbon like Alice in Wonderland around her head to keep her short curls in place.	True
FROM OUT THE VASTY DEEP ***	Alice in Wonderland	"This is 'curiouser and curiouser,' as Alice in Wonderland used to say!" exclaimed Panton.	True
FURNISHING THE HOME OF GOOD TASTE ***	Alice in Wonderland	Proportion is another word for the fitness of things, and that little phrase, "the fitness of things," is what Alice in Wonderland calls a "portmanteau" phrase, for it holds so much, and one must feel it strongly to escape the pitfalls of period furnishing.	True
CAMPFIRE GIRLS IN THE MOUNTAINS ***	Alice in Wonderland	"Very clever, indeed, only it sounds like an impossible combination of Alice in Wonderland and an old maid," said Harriet Newcomb, with a toss of her head.	True
ROY BLAKELEY'S CAMP ON WHEELS ***	Alice in Wonderland	I said, "We're in a land of mystery; we've got Alice in Wonderland tearing her hair from jealousy.	True
THE CAPTIVES ***	Alice in Wonderland	Alice in Wonderland was one of the few books that Maggie had read in her childhood; Aunt Elizabeth reminded her strongly of the White Queen in the second part of that masterpiece.	True
WHAT SHALL WE DO NOW? ***	Alice in Wonderland	Thus it might be decided that all the telegrams should be sent from President Roosevelt to Alice in Wonderland asking for her views on the tariff.	True
CURIOSITIES OF THE AMERICAN STAGE***	Alice in Wonderland	Alice in Wonderland adorns a charming tale, Prince and Pauper and Little Lord Fauntleroy point a pretty moral, even Editha's Burglar may have his uses; but, take them as a whole, it is a difficult matter to determine the exact position of the Infant Phenomena upon the stage.	True
GUY AND PAULINE ***	Alice in Wonderland	They hurried along talking mostly, though how the topic arose Guy never knew, about whether Alice in Wonderland were better than Alice Through the Looking-glass or not.	True
CONVERSATION ***	Alice in Wonderland	Stevenson knew as well as Alice in Wonderland that something has to open the conversation.	True
DODO'S DAUGHTER ***	Alice in Wonderland	But no one ever tried to see what Alice in Wonderland meant, or what Aunt Dodo means."	True
DADDY-LONG-LEGS ***	Alice in Wonderland	For example: I never read Mother Goose or David Copperfield or Ivanhoe or Cinderella or Blue Beard or Robinson Crusoe or Jane Eyre or Alice in Wonderland or a word of Rudyard Kipling.	True
OVER THE PLUM PUDDING ***	Alice in Wonderland	Even those honest little critics the boys and girls were finding more to delight them in the doings of Richard Coeur de Lion and Alice in Wonderland than in the more remarkable and intensely American adventures of Ragged Dick or Mickie the Motorboy.	True
GRACE HARLOWE'S THIRD YEAR ***	Alice in Wonderland	"Those in favor of an Alice in Wonderland Circus please say 'aye,'" dutifully stated Arline.	True
THE LITTLE GOLD MINERS OF ***	Alice in Wonderland	"Oh! you can't put me off till another Christmas; it is like Alice in Wonderland having jam to-morrow.	True
GRACE HARLOWE'S FOURTH YEAR ***	Alice in Wonderland	"It has a true Alice in Wonderland tang," agreed Miriam solemnly.	True
THE ENGLISH NOVEL ***	Evelina	The sentimental parts of _Evelina_--the correspondence with Mr. Villars, the courtship with Lord Orville, and others--are very weak: and it cannot be said that Evelina herself, though she is a pleasant girl enough, gives the lie to Mr. Pope's libel about women.	True
MRS. ELIZA HAYWOOD ***	Evelina	In like manner the delicacy of Lord Orville is wounded, and his attachment shaken, by meeting his Evelina in similar society at Vauxhall.	True
A BOOK OF SCOUNDRELS ***	Evelina	At the time of his true eminence he 'resided' in Evelina Road, Peckham, and none was more sensible than he how well the address became his provincial refinement.	False
THE LEE SHORE***	Evelina	He might have cried, with Miss Evelina Anvill, "Oh, my dear sir, I am shocked to death!"	True
THE FLOWER GIRL, V.1 ***	Evelina	Evelina they called her, but we found that name too long and too hard to pronounce, and so, as the child when she was a year old, loved violets and could pick them as she rolled about on the grass, why we just called her Violette; you can call her so too, if you choose.	False
PHANTOMS ***	Evelina	It seemed to Evelina afterward that when she climbed the rugged ways of the mountain slope in that momentous night she left forever in the depths of the Cove that free and careless young identity which she had been.	False
THE LIFE OF FLORENCE ***	Evelina	Good Fenzi, Evelina Galton's husband, had these copies made for me from the originals in the Palazzo Vecchio.	False
LIBRARY OF THE WORLD'S BEST ***	Evelina	Madame Evelina de Hanska came into Balzac's life about 1833, just after he had shaken off the unfortunate influence of the Duchesse de Castries.	False
ANNE ***	Evelina	"Her name is--here, I have it written down--Mrs. Evelina Crangall," said the chaplain, reading aloud from his note-book, in a slow, sober voice.	False
AUNT JO'S SCRAP-BAG ***	Evelina	'Imagine my sensations,' as Miss Burney's Evelina says, when this boy came and talked to me, a little bashfully at first, but soon quite freely, and invited me to a huckleberry party next day.	True
AND SO THEY WERE MARRIED ***	Evelina	"Lizzie," she said, when the fashionable Miss Tripp had finally taken her departure, after much voluble advice on the subject of the going-away gown, coupled with a spirited discussion of the rival merits of a church wedding and "just a pretty, simple home affair," "if I were you I shouldn't let that Evelina Kipp decide everything for me.	False
THE TINDER-BOX ***	Evelina	"Why, Evelina Shelby, you darling thing, when did you come?" she fairly bubbled, as she clasped me in the most hospitable of arms, and bestowed a slightly powdery kiss on both my cheeks.	False
THE FLOWER GIRL, V.2 ***	Evelina	That is how I know that the gentleman who placed me in the nurse's charge told her that my name was Evelina de Paulausky; but he didn't give any address; he said that he would come to see me, that he would write; but no one came, no one ever wrote, they forgot me, abandoned me; that is all that I know, monsieur, absolutely all; for if I knew anything else, why should I not tell it to you, monsieur, as it might help me to find out who my parents are?"	False
THE NEW-YORK WEEKLY MAGAZINE ***	Evelina	Evelina went through four editions in the course of the first year, and Cecilia met with the most unbounded applause.	True
THE WOMAN'S BIBLE ***	Evelina	Julia Evelina Smith, of Glastonbury, Conn., was one of five sisters of a somewhat notable family, the father and mother both having strong traits of character and marked individuality.	False
ROSE IN BLOOM ***	Evelina	Now don't you worry, but compose your mind and 'sip your dish of tea,' as Evelina says," answered Mac, artfully turning the conversation from himself.	True
WORKS OF GEORGE MEREDITH ***	Evelina	The Southweare women, the Hennen women, and Lady Evelina Reddish, were artless candid creatures in their early days, not transgressing in a glance.	False
A HISTORY OF ENGLISH PROSE FICTION ***	Evelina	Duval relates her ill-treatment to her granddaughter, Evelina could only find occasion to say: "Though this narrative almost compelled me to laugh, yet I was really irritated with the captain, for carrying his love of tormenting--sport, he calls it to such harshness and unjustifiable extremes."	False
AMERICANS ALL ***	Evelina	His mother died when he was but three years old; and an aunt, Miss Evelina Porter, cared for him and gave him nearly all his education.	False
WRITINGS OF LORD MACAULAY ***	Evelina	He would give to Persuasion a copyright of only twenty-eight years, as at present, and to Evelina a copyright more than three times as long, a copyright of eighty-seven years.	True
WORKS OF R.L. STEVENSON ***	Evelina	Upon my word, I think Aunt Evelina one of the most uncivil old women in the world.	False
A HISTORY OF ENGLISH ROMANTICISM IN THE EIGHTEENTH CENTURY***	Evelina	 Evelina is Reginald's murdered wife, and her specter in "white and flowing garments, spotted with blood," appears to Angela in the oratory communicating with the cedar room, which is furnished with an antique bedstead and the portrait of a lady on a sliding panel.	False
OLD NEW ENGLAND ROOFTREES ***	Evelina	This aged woman was Mrs. Evelina Bray Downey, concerning whose schoolgirl friendship for Whittier many inaccurate newspaper articles were current at the time of her death, in the spring of 1895.	False
A BOOK OF REMARKABLE CRIMINALS ***	Evelina	In any case, the Patent Gazette records the following grant: "2635 Henry Fersey Brion, 22 Philip Road, Peckham Rye, London, S.E., and John Thompson, 5 East Terrace, Evelina Road, Peckham Rye, London, S.E., for an invention for raising sunken vessels by the displacement of water within the vessels by air and gases."	False
WHITTIER-LAND ***	Evelina	This is Evelina Bray of Marblehead, a classmate of Whittier's at the Academy in the year 1827, when this portrait was painted.	False
FAMOUS REVIEWS ***	Evelina	A few of her letters to him have been published; and it is impossible to read them without discerning in them all the powers which afterwards produced Evelina and Cecilia, the quickness in catching every odd peculiarity of character and manner, the skill in grouping, the humour, often richly comic, sometimes even farcical.	True
BALZAC ***	Evelina	She was a Countess Evelina Hanska, wife of a Polish nobleman living at Wierzchownia in the Ukraine.	False
A COLLECTION OF STORIES ***	Evelina	Her name was Evelina Oleson; she had a long, swinging walk which somehow suggested the measure of that song, and they used mercilessly to sing it at her.	False
A SPINNER IN THE SUN***	Evelina	Miss Evelina noted quickly that her garden, too, was hidden as by chiffon.	False
AN OLD MAN'S LOVE***	Evelina	Mr Gordon was put up on one of the young ladies' steeds, the squire and the parson each had his own, and Miss Evelina was also mounted, as Mr Blake had suggested, perhaps with the view to the capture of Mr Gordon.	False
THE HOME ***	Evelina	These ladies were introduced to Jacobi as Miss Evelina Berndes and her adopted daughters, Laura and Karin.	False
WOMAN'S WORK IN ENGLISH FICTION ***	Evelina	When Evelina did not know, he became angry with the wretch who dared to address a lady in so insignificant a coat that it was unworthy of her notice.	False
DIARY OF MADAM D'ARBLAY ***	Evelina	Evelina is in a new style too, so perfectly innocent and natural; and the scene between her and her father, Sir John Belmont, is a scene for a tragedy!	True
ST. RONAN'S WELL ***	Evelina	The ladies, in particular, gifted by nature with keen powers of observation and light satire, have been so distinguished by these works of talent, that, reckoning from the authoress of Evelina to her of Marriage, a catalogue might be made, including the brilliant and talented names of Edgeworth, Austin, Charlotte Smith, and others, whose success seems to have appropriated this province of the novel as exclusively their own.	True
THE YOUNG BERRINGTONS ***	Evelina	They had got a short distance from the house, when Evelina uttered a scream and pointed to a large animal with a long tail, pointed nose, and short arms, which came hopping along at a great rate towards them.	False
ENCYC. BRITANNICA, VOL 3, PART 1-2 ***	Evelina	These are Madame de Berny, a lady connected with the court of the _ancien régime_, much older than himself and the mother of nine children, to whom he was introduced in 1821, who became to him _La dilecta_, who was the original of Mme de Mortsauf in _Le Lys dans la vallée_, and who seems to have exercised an excellent influence on him in matters of taste till her death in 1836; the marquise de Castries, who took him up for a time and dropped him, and who has been supposed to have been his model for his less impeccable ladies of fashion; and lastly, the Polish-Russian countess Evelina Hanska, who after addressing, as _l'Étrangère_, a letter to him as early as 1832, became his idol, rarely seen but constantly corresponded with, for the last eighteen years, and his wife for the last few months of his life.	False
PAUL CLIFFORD, COMPLETE ***	Evelina	When Evelina is so shocked at the idea of an occasional fit of intoxication in her "noble, her unrivalled" lover, who does not acknowledge how natural were her feelings?	True
POMONA'S TRAVELS ***	Evelina	As soon as I heard of Bath I was on pins and needles to go there, for in all the novel-reading I've done, which has been getting better and better in quality since the days when I used to read dime novels on the canal-boat, up to now when I like the best there is, I could not help knowing lots about Evelina and Beau Brummel, and the Pump Room, and the fine ladies and young bucks, and it would have joyed my soul to live and move where all these people had been, and where all these things had happened, even if fictitiously.	False
THE PROSE WRITINGS OF HEINE ***	Evelina	He never mentioned her name; it was not till after his death that the form standing behind this Maria, Zuleima, Evelina of so many sweet, strange, or melancholy songs was known to be that of his cousin, Amalie Heine.	False
A DOZEN WAYS OF LOVE***	Evelina	I should not like to think that Emma and Elizabeth, and Evelina or Marianna Alcoforado should ever hear that I was taken for a thief.'	False
THE MEMOIRS OF COUNT CARLO GOZZI ***	Evelina	The huge canvas, which is now in the possession of the Contessa Evelina AlmorÃ² Pisani, was found by her rolled up and hidden away in a cabinet beneath the grand staircase of the Palazzo Pisani at S. Stefano.[95]	False
FAMOUS AFFINITIES OF HISTORY V4 ***	Evelina	Evelina Hanska, the wife of a Polish count, whose health was feeble, and who spent much time in Switzerland because the climate there agreed with him.	False
THE MEMOIRS OF COUNT CARLO GOZZI ***	Evelina	The huge canvas, which is now in the possession of the Contessa Evelina Almorò Pisani, was found by her rolled up and hidden away in a cabinet beneath the grand staircase of the Palazzo Pisani at S. Stefano.[95]	False
EVELINA'S GARDEN***	Evelina	Summer and winter, spring and fall, Evelina Adams never was seen outside her own domain of old mansion-house and garden, and she had not set her slim lady feet in the public highway for nearly forty years, if the stories were true.	False
ROSE OF OLD HARPETH ***	Evelina	Yes, Evelina Virginia was mighty pretty, but this one beats her.	False
FOUR EARLY PAMPHLETS ***	Evelina	In Evelina she wrote more from inartificial nature.	True
LITTLE MAID MARIAN ***	Evelina	They would never tell how they recovered the doll, but Pearl and Evelina have memories of three big determined boys bearing down upon them when they were playing under the big tree, boys who demanded a doll taken by force, and having great respect for manly strength the girls gave up Patty Wee without a word.	False
ROBERT ROBIN ***	Evelina	Suddenly Evelina stood up and jumped and the nest went rolling over and over down the side of the tall basswood tree, spilling little Montgomery, heels over head.	True
COLE'S FUNNY PICTURE BOOK NO. 1 ***	Evelina	Edith Ellen Evelina Elizabeth Eadle, This makes this day your nineteenth broken needle.	False
SLAVE NARRATIVES, PART 4 ***	Evelina	Oh, Lala been just a little thing plunderin bout en I tell Evelina dat she ought not to feed dat child dem coarse ration, but she say, 'Lala want some en	False
TREASURE VALLEY ***	Evelina	They were going to run away, Tim had gathered--have a regular elopement, like Evelina and Daring Dick, in the book he and Davy had just read.	True
THE WANDERER (VOLUME 1 OF 5) ***	Evelina	[Footnote 5: So strongly this coincidence of sentiment was felt by Mr Burke himself, that, some years afterwards, at an assembly at Lady Galloway's, where each, for a considerable time, had seemed to stimulate the other to a flow of partial praise on Evelina and--just then published--Cecilia; Mr Burke, upon Dr Johnson's endeavouring to detain me when.	True
BUNNER SISTERS ***	Evelina	She pushed Evelina toward the table, keeping a sideward eye on her sister's listless movements, while her own hands were busy with the kettle.	False
ROSE IN BLOOM***	Evelina	Now don't you worry, but compose your mind, and 'sip your dish of tea,' as Evelina says," answered Mac, artfully turning the conversation from himself.	True
'LIZBETH OF THE DALE ***	Evelina	 She would not finish that enthralling story she was surreptitiously reading in the Cheemaun _Chronicle_, the story of Lady Evelina De Lacy and the false Lord Algernon.	True
CRITICAL AND HISTORICAL ESSAYS, VOLUME III (OF 3)***	Evelina	A few of her letters to him have been published; and it is impossible to read them without discerning in them all the powers which afterwards produced Evelina and Cecilia, the quickness in catching every odd peculiarity of character and manner, the skill in grouping, the humor, often richly comic, sometimes even farcical.	True
SHORT WORKS OF MEREDITH ***	Evelina	My sister Evelina is now Mr. Pollingray's favourite.	False
TEN BOYS FROM DICKENS ***	Oliver Twist	Oliver Twist was the child of an unknown woman who died in the workhouse of an English village, almost as soon as her babe drew his first breath.	False
SCIENCE IN ARCADY ***	Oliver Twist	I shall show by-and-by that a real struggle for food takes place between plants, exactly as it takes place between animals; and that certain plants, like Oliver Twist in the workhouse, never practically get enough to eat.	True
THE COMIC LATIN GRAMMAR ***	Oliver Twist	The _Fagin_ system described in Oliver Twist is nothing compared to that adopted in public schools.	True
HIGHWAYS AND BYWAYS IN SURREY***	Oliver Twist	Less easy to find, if in some ways more familiar, than Porch House, is the very house into which the unwilling Oliver Twist was thrust by Bill Sikes mounted upon the stooping Toby Crackit.	True
SKETCHES OF REFORMS AND REFORMERS ***	Oliver Twist	His Nicholas Nickleby and Oliver Twist have done more to drown in ridicule and smother in abhorrence the absurd private schools and the diabolical parish work-houses of England, than the "works" of all the didactic authors of the kingdom.	True
THERE'S PIPPINS AND CHEESE TO COME ***	Oliver Twist	Really, had not the Artful Dodger stolen his pocket handkerchief as he was thus engaged upon his book, the whole history of Oliver Twist must have been quite different.	True
PICKWICKIAN STUDIES***	Oliver Twist	The devotion of Oliver Twist to Rose, it is not fanciful to say, was intended to symbolise his own to Mary.	True
EUGENICS AND OTHER EVILS ***	Oliver Twist	Oliver Twist or Tiny Tim are fairy princes waiting for their fairy godmother.	True
RAGGEDY ANN STORIES ***	Oliver Twist	Thomas was dressed in an Oliver Twist suit of dark velvet with a lace collar.	True
STRAND MAGAZINE, JANUARY 1893 ***	Oliver Twist	Oliver Twist asking for more scarcely reached the height of the audacity of these reporters in 1867.	True
DICKENS ***	Oliver Twist	For, from first to last, whether in the days when Oliver Twist suffered under the maladministration of the Poor-law, or in those when Arthur Clennam failed to make an impression upon the Circumlocution Office, politics were with Dickens a sentiment rather than a study or a pursuit.	True
THE ENGLISH STAGE ***	Oliver Twist	A play founded on Oliver Twist was forbidden because it was calculated to incite to crime, but it was allowed for a benefit performance; whence it would appear that it is allowable to incite the audience to crime on such special occasions.	True
CIVICS AND HEALTH ***	Oliver Twist	Charles Dickens so described Oliver Twist and David Copperfield that Great Britain organized societies and secured legislation to improve the almshouse, school, and working and living conditions.	True
CHILDREN AND THEIR BOOKS ***	Oliver Twist	He should learn what to imitate rather than what to avoid, but it is preferable that he should get necessary knowledge of the evil side of human nature from a classic like Oliver Twist than from his own experience or from cheap thrillers.	True
ENCYCLOPAEDIA BRITANNICA ***	Oliver Twist	Frederick William of Prussia, according to Macaulay, was the most execrable of fiends, a cross between Moloch and Puck, his palace was hell, and Oliver Twist and Smike were petted children compared with his son the crown prince.	True
